# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Salgado, H. et al. (2013). "RegulonDB v8.0: Omics data sets, evolutionary conservation,
#      regulatory phrases, cross-validated gold standards and more".
#      Nucleic Acids Research. 2013 Jan 1;41(D1):D203-D213. Epub 2012 Nov 29.
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
## Release: 8.6 Date: 4-11-2014
# ___________________________________________________________________________
#
# Columns:
#  (1) Sigma Factor name
#  (2) TUName (regulated)
#  (3) Regulatory effect of the TF on the regulated gene (+ activator, - repressor, +- dual, ? unknown)
#  (4) Evidence that supports the existence of the regulatory interaction
#
Sigma19	fecABCDE[fecAp]	+	[FP, HIPP, TIM, CV(FP/TIM)]
Sigma24	cybB[cybBp5]	+	[ICWHO]
Sigma24	cybB[cybBp7]	+	[ICWHO]
Sigma24	cydC[cydCp5]	+	[ICWHO]
Sigma24	cysZ[cysZp1]	+	[ICWHO]
Sigma24	dacA[dacAp2]	+	[ICWHO]
Sigma24	dcrB[dcrBp1]	+	[ICWHO]
Sigma24	dcrB[dcrBp2]	+	[ICWHO]
Sigma24	deaD[deaDp1]	+	[ICWHO]
Sigma24	degP[degPp]	+	[HIPP, TIM]
Sigma24	dsbC[dsbCp]	+	[HIPP, TIM]
Sigma24	dsbC-recJ-prfB[dsbCp2]	+	[AIPP, TIM]
Sigma24	dxr[dxrp1]	+	[ICWHO]
Sigma24	dxr[dxrp5]	+	[ICWHO]
Sigma24	ecpR[matAp1]	+	[ICWHO]
Sigma24	ecpR[matAp5]	+	[ICWHO]
Sigma24	elaA[elaAp4]	+	[ICWHO]
Sigma24	elfA[elfAp6]	+	[ICWHO]
Sigma24	elfDCG-ycbUVF[elfDp1]	+	[ICWHO]
Sigma24	emrY[emrYp1]	+	[ICWHO]
Sigma24	envR[envRp11]	+	[ICWHO]
Sigma24	envR[envRp13]	+	[ICWHO]
Sigma24	essD-rrrD-rzpD[essDp]	+	[AIPP, TIM]
Sigma24	etk[etkp1]	+	[ICWHO]
Sigma24	fadM[fadMp1]	+	[ICWHO]
Sigma24	fimZ[fimZp3]	+	[ICWHO]
Sigma24	fkpA[fkpAp1]	+	[AIPP, IHBCE, RS-EPT-CBR, TIM]
Sigma24	flgN[flgNp1]	+	[ICWHO]
Sigma24	frdD[frdDp1]	+	[ICWHO]
Sigma24	frdD[frdDp2]	+	[ICWHO]
Sigma24	frr[frrp6]	+	[ICWHO]
Sigma24	ftnB[ftnBp]	+	[AIPP, TIM]
Sigma24	ftsH[ftsHp1]	+	[ICWHO]
Sigma24	ftsP[ftsPp1]	+	[ICWHO]
Sigma24	ftsX[ftsXp3]	+	[ICWHO]
Sigma24	ftsX[ftsXp4]	+	[ICWHO]
Sigma24	fusA-tufA[fusAp]	+	[AIPP, TIM]
Sigma24	gadC[gadCp1]	+	[ICWHO]
Sigma24	gadC[gadCp5]	+	[ICWHO]
Sigma24	gadC[gadCp6]	+	[ICWHO]
Sigma24	gfcA[gfcAp1]	+	[ICWHO]
Sigma24	glgXCAP[glgXp3]	+	[ICWHO]
Sigma24	glnE[glnEp1]	+	[ICWHO]
Sigma24	glnE[glnEp7]	+	[ICWHO]
Sigma24	gltP[gltPp1]	+	[ICWHO]
Sigma24	gltP[gltPp8]	+	[ICWHO]
Sigma24	gluQ[gluQp1]	+	[ICWHO]
Sigma24	gpsA[gpsAp8]	+	[ICWHO]
Sigma24	greA[greAp2]	+	[AIPP, TIM]
Sigma24	gspAB[gspAp4]	+	[AIPP, TIM]
Sigma24	gudD[gudDp1]	+	[ICWHO]
Sigma24	hcaT[hcaTp1]	+	[ICWHO]
Sigma24	hcp-hcr[hcpp2]	+	[AIPP, TIM]
Sigma24	hcr[hcrp3]	+	[ICWHO]
Sigma24	higA[higAp8]	+	[ICWHO]
Sigma24	hlpA-lpxD-fabZ-lpxA[hlpAp]	+	[HIPP, TIM]
Sigma24	hokA[hokAp6]	+	[ICWHO]
Sigma24	hokE[hokEp]	+	[AIPP]
Sigma24	hsdS[hsdSp1]	+	[ICWHO]
Sigma24	htrL[yibBp6]	+	[ICWHO]
Sigma24	hyuA[hyuAp1]	+	[ICWHO]
Sigma24	hyuA[hyuAp6]	+	[ICWHO]
Sigma24	iap[iapp6]	+	[ICWHO]
Sigma24	ibaG[ibaGp2]	+	[HIPP, ICWHO]
Sigma24	insEF-2F-2[insFp4]	+	[ICWHO]
Sigma24	insEF-4F-4[insFp4]	+	[ICWHO]
Sigma24	insH-3[insHp3]	+	[ICWHO]
Sigma24	insJ[insJp4]	+	[ICWHO]
Sigma24	insK[insKp]	+	[HIPP]
Sigma24	intD[intDp6]	+	[ICWHO]
Sigma24	intR[intRp4]	+	[ICWHO]
Sigma24	intZ[intZp3]	+	[ICWHO]
Sigma24	iscA[iscAp6]	+	[ICWHO]
Sigma24	iscA[iscAp7]	+	[ICWHO]
Sigma24	ispG-sroE[ispGp1]	+	[ICWHO]
Sigma24	ispG-sroE[ispGp4]	+	[ICWHO]
Sigma24	ispG-sroE[ispGp5]	+	[ICWHO]
Sigma24	kdgR[kdgRp1]	+	[ICWHO]
Sigma24	kdgR[kdgRp8]	+	[ICWHO]
Sigma24	ldcA[ldcAp9]	+	[ICWHO]
Sigma24	lepB[lepBp1]	+	[ICWHO]
Sigma24	leuD[leuDp4]	+	[ICWHO]
Sigma24	lhr[lhrp]	+	[AIPP, TIM]
Sigma24	lipB[lipBp2]	+	[ICWHO]
Sigma24	lit[litp1]	+	[ICWHO]
Sigma24	lnt[lntp4]	+	[ICWHO]
Sigma24	lpcA[lpcAp1]	+	[ICWHO]
Sigma24	lptAB[lptAp1]	+	[HIPP, IDA, IMP, TIM]
Sigma24	lptB-rpoN-hpf-ptsN-rapZ[lptBp]	+	[AIPP, TIM]
Sigma24	lptD-surA-pdxA[impp3]	+	[HIPP, TIM]
Sigma24	lpxD[lpxDp]	+	[HIPP, TIM]
Sigma24	lpxP[lpxPp]	+	[AIPP, HIPP, TIM]
Sigma24	malQ[malQp]	+	[AIPP, TIM]
Sigma24	mazG[mazGp4]	+	[ICWHO]
Sigma24	mcrA[mcrAp7]	+	[ICWHO]
Sigma24	mcrA[mcrAp10]	+	[ICWHO]
Sigma24	mdaB[mdaBp1]	+	[ICWHO]
Sigma24	mdtK[mdtKp10]	+	[ICWHO]
Sigma24	mdtP[mdtPp6]	+	[ICWHO]
Sigma24	mepM[yebAp1]	+	[ICWHO]
Sigma24	mepM[yebAp5]	+	[ICWHO]
Sigma24	mepM[yebAp6]	+	[ICWHO]
Sigma24	mglC[mglCp6]	+	[ICWHO]
Sigma24	mglC[mglCp9]	+	[ICWHO]
Sigma24	micA[micAp]	+	[HIPP, TIM]
Sigma24	minE[minEp3]	+	[ICWHO]
Sigma24	mmuPM[mmuPp1]	+	[ICWHO]
Sigma24	mmuPM[mmuPp2]	+	[ICWHO]
Sigma24	mppA[mppAp5]	+	[ICWHO]
Sigma24	mqo[mqop1]	+	[ICWHO]
Sigma24	mrp[mrpp2]	+	[ICWHO]
Sigma24	mrp[mrpp7]	+	[ICWHO]
Sigma24	mtfA[mtfAp1]	+	[ICWHO]
Sigma24	mutH[mutHp5]	+	[ICWHO]
Sigma24	nanS[nanSp1]	+	[ICWHO]
Sigma24	narWV[narWp]	+	[AIPP, TIM]
Sigma24	nhoA[nhoAp2]	+	[ICWHO]
Sigma24	nlpC[nlpCp3]	+	[ICWHO]
Sigma24	nudE[nudEp1]	+	[ICWHO]
Sigma24	nudG[nudGp3]	+	[ICWHO]
Sigma24	opgD[opgDp4]	+	[ICWHO]
Sigma24	oxc[oxcp10]	+	[ICWHO]
Sigma24	oxc[oxcp11]	+	[ICWHO]
Sigma24	pabC-yceG-tmk-holB-ycfH[pabCp1]	+	[ICWHO]
Sigma24	pabC-yceG-tmk-holB-ycfH[pabCp5]	+	[ICWHO]
Sigma24	panC[panCp2]	+	[ICWHO]
Sigma24	panZ[panZp1]	+	[ICWHO]
Sigma24	patD[patDp3]	+	[ICWHO]
Sigma24	patD[patDp4]	+	[ICWHO]
Sigma24	pgpB[pgpBp5]	+	[ICWHO]
Sigma24	phoQ[phoQp5]	+	[ICWHO]
Sigma24	pinQ[pinQp1]	+	[ICWHO]
Sigma24	pinR[pinRp1]	+	[ICWHO]
Sigma24	plaP[yeeFp2]	+	[ICWHO]
Sigma24	plsB[plsBp]	+	[AIPP, IEP, TIM]
Sigma24	potE[potEp1]	+	[ICWHO]
Sigma24	pppA[pppAp3]	+	[ICWHO]
Sigma24	ppsR[ppsRp1]	+	[ICWHO]
Sigma24	pptA[pptAp7]	+	[ICWHO]
Sigma24	psd-mscM[psdp]	+	[AIPP, TIM]
Sigma24	psuG[psuGp4]	+	[ICWHO]
Sigma24	psuT[psuTp2]	+	[ICWHO]
Sigma24	racC[racCp4]	+	[ICWHO]
Sigma24	racC[racCp6]	+	[ICWHO]
Sigma24	rclABC[ykgCp1]	+	[ICWHO]
Sigma24	rclC[ykgBp3]	+	[ICWHO]
Sigma24	rcnB[rcnBp]	+	[ICWHO]
Sigma24	rcsC[rcsCp4]	+	[ICWHO]
Sigma24	recQ[recQp1]	+	[ICWHO]
Sigma24	rem[remp1]	+	[ICWHO]
Sigma24	rfaD-waaFCL[rfaDp4]	+	[HIPP, TIM]
Sigma24	rhsB[rhsBp3]	+	[ICWHO]
Sigma24	rhsB[rhsBp9]	+	[ICWHO]
Sigma24	rhsB[rhsBp12]	+	[ICWHO]
Sigma24	rihA[rihAp3]	+	[ICWHO]
Sigma24	rlmF[rlmFp1]	+	[ICWHO]
Sigma24	rlmG[rlmGp4]	+	[ICWHO]
Sigma24	rluA[rluAp1]	+	[ICWHO]
Sigma24	rluF[rluFp1]	+	[ICWHO]
Sigma24	rnlB[rnlBp]	+	[AIPP, RS-EPT-CBR, TIM]
Sigma24	rplS[rplSp1]	+	[ICWHO]
Sigma24	rpoD[rpoDp4]	+	[AIPP, TIM]
Sigma24	rpoH[rpoHp3]	+	[AIPP, HIPP, RS-EPT-CBR, TIM]
Sigma24	rseABC[rseAp3]	+	[AIPP, TIM]
Sigma24	rseP[rsePp]	+	[HIPP, TIM]
Sigma24	rsmD-yhhL[rsmDp1]	+	[ICWHO]
Sigma24	rsmE-gshB[rsmEp1]	+	[ICWHO]
Sigma24	rtcA[rtcAp1]	+	[ICWHO]
Sigma24	rtcA[rtcAp2]	+	[ICWHO]
Sigma24	rutG[rutGp2]	+	[ICWHO]
Sigma24	rutR[rutRp]	+	[AIPP, TIM]
Sigma24	rybB[rybBp]	+	[HIPP, IDA, RS-EPT-CBR, TIM]
Sigma24	sad[sadp5]	+	[ICWHO]
Sigma24	sapF[sapFp5]	+	[ICWHO]
Sigma24	sbcC[sbcCp2]	+	[ICWHO]
Sigma24	sbmA-yaiW[sbmAp]	+	[AIPP, HIPP, TIM]
Sigma24	setC[setCp14]	+	[ICWHO]
Sigma24	smrA[smrAp1]	+	[ICWHO]
Sigma24	surA-pdxA-rsmA-apaGH[surAp]	+	[NTAS, TASES]
Sigma24	tamAB-ytfP[tamAp1]	+	[ICWHO]
Sigma24	tdcR[tdcRp8]	+	[ICWHO]
Sigma24	tdk[tdkp1]	+	[ICWHO]
Sigma24	tfaE[tfaEp1]	+	[ICWHO]
Sigma24	tfaE[tfaEp6]	+	[ICWHO]
Sigma24	thiD[thiDp3]	+	[ICWHO]
Sigma24	thyA[thyAp2]	+	[ICWHO]
Sigma24	torT[torTp1]	+	[ICWHO]
Sigma24	torT[torTp2]	+	[ICWHO]
Sigma24	uacT[ygfUp6]	+	[ICWHO]
Sigma24	ugpQ[ugpQp1]	+	[ICWHO]
Sigma24	ulaR[ulaRp5]	+	[ICWHO]
Sigma24	waaU[waaUp9]	+	[ICWHO]
Sigma24	wbbK[wbbKp4]	+	[ICWHO]
Sigma24	wcaM[wcaMp1]	+	[ICWHO]
Sigma24	wza-wzb-wzc[wzap2]	+	[AIPP, TIM]
Sigma24	wzzB[cldp9]	+	[ICWHO]
Sigma24	xanP[xanPp5]	+	[ICWHO]
Sigma24	xylE[xylEp1]	+	[ICWHO]
Sigma24	xylE[xylEp8]	+	[ICWHO]
Sigma24	yaaA[yaaAp3]	+	[ICWHO]
Sigma24	yacH[yacHp3]	+	[ICWHO]
Sigma24	yadE[yadEp3]	+	[ICWHO]
Sigma24	yadN[yadNp1]	+	[ICWHO]
Sigma24	yadS[yadSp7]	+	[ICWHO]
Sigma24	yaeF[yaeFp1]	+	[ICWHO]
Sigma24	yaeQ-arfB-nlpE[yaeQp3]	+	[ICWHO]
Sigma24	yahM[yahMp5]	+	[ICWHO]
Sigma24	yaiI[yaiIp7]	+	[ICWHO]
Sigma24	yaiO[yaiOp6]	+	[ICWHO]
Sigma24	yaiP[yaiPp5]	+	[ICWHO]
Sigma24	yaiS[yaiSp13]	+	[ICWHO]
Sigma24	yajI[yajIp6]	+	[ICWHO]
Sigma24	ybaB-recR[ybaBp]	+	[AIPP, TIM]
Sigma24	ybaN[ybaNp1]	+	[ICWHO]
Sigma24	ybaP[ybaPp6]	+	[ICWHO]
Sigma24	ybcH[ybcHp4]	+	[ICWHO]
Sigma24	ybcW[ybcWp4]	+	[ICWHO]
Sigma24	ybdD[ybdDp2]	+	[ICWHO]
Sigma24	ybdF[ybdFp5]	+	[ICWHO]
Sigma24	ybdH[ybdHp6]	+	[ICWHO]
Sigma24	ybdK[ybdKp3]	+	[ICWHO]
Sigma24	ybdM[ybdMp2]	+	[ICWHO]
Sigma24	ybeQ[ybeQp1]	+	[ICWHO]
Sigma24	ybeR-djlB[ybeRp7]	+	[ICWHO]
Sigma24	ybfA[ybfAp7]	+	[ICWHO]
Sigma24	ybfF[ybfFp1]	+	[ICWHO]
Sigma24	ybfHG[ybfHp]	+	[AIPP, TIM]
Sigma24	ybgD[ybgDp9]	+	[ICWHO]
Sigma24	ybgO[ybgOp4]	+	[ICWHO]
Sigma24	ybgS[ybgSp1]	+	[ICWHO]
Sigma24	ybgS[ybgSp2]	+	[ICWHO]
Sigma24	ybhH[ybhHp8]	+	[ICWHO]
Sigma24	ybiU[ybiUp5]	+	[ICWHO]
Sigma24	ybjE[ybjEp3]	+	[ICWHO]
Sigma24	ybjO-rlmC[ybjOp4]	+	[ICWHO]
Sigma24	ycaD[ycaDp1]	+	[ICWHO]
Sigma24	ycaL[ycaLp1]	+	[ICWHO]
Sigma24	ycaL[ycaLp8]	+	[ICWHO]
Sigma24	yccX[yccXp7]	+	[ICWHO]
Sigma24	ycdU[ycdUp1]	+	[ICWHO]
Sigma24	ycdU[ycdUp9]	+	[ICWHO]
Sigma24	yceF[yceFp9]	+	[ICWHO]
Sigma24	yceH[yceHp2]	+	[ICWHO]
Sigma24	yceM[yceMp4]	+	[ICWHO]
Sigma24	yceO[yceOp1]	+	[ICWHO]
Sigma24	yceO[yceOp7]	+	[ICWHO]
Sigma24	ycfT[ycfTp9]	+	[ICWHO]
Sigma24	ycfT[ycfTp11]	+	[ICWHO]
Sigma24	ycgY[ycgYp1]	+	[ICWHO]
Sigma24	ycgY[ycgYp6]	+	[ICWHO]
Sigma24	ychN[ychNp4]	+	[ICWHO]
Sigma24	yciB[yciBp3]	+	[ICWHO]
Sigma24	yciE[yciEp6]	+	[ICWHO]
Sigma24	yciN[yciNp9]	+	[ICWHO]
Sigma24	yciT[yciTp1]	+	[ICWHO]
Sigma24	yciU[yciUp5]	+	[ICWHO]
Sigma24	yciW[yciWp4]	+	[ICWHO]
Sigma24	ycjD[ycjDp4]	+	[ICWHO]
Sigma24	ycjMNOPQRSTUV-ymjB[ycjMp4]	+	[ICWHO]
Sigma24	ydbJ[ydbJp1]	+	[ICWHO]
Sigma24	ydcA[ydcAp6]	+	[ICWHO]
Sigma24	ydcA[ydcAp7]	+	[ICWHO]
Sigma24	ydcK[ydcKp8]	+	[ICWHO]
Sigma24	ydcL[ydcLp7]	+	[ICWHO]
Sigma24	ydcX[ydcXp1]	+	[ICWHO]
Sigma24	ydcZ[ydcZp1]	+	[ICWHO]
Sigma24	yddB[yddBp6]	+	[ICWHO]
Sigma24	yddJ[yddJp1]	+	[ICWHO]
Sigma24	yddJ[yddJp8]	+	[ICWHO]
Sigma24	yddJ[yddJp9]	+	[ICWHO]
Sigma24	ydeI[ydeIp1]	+	[ICWHO]
Sigma24	ydeR[ydeRp1]	+	[ICWHO]
Sigma24	ydfK[ydfKp5]	+	[ICWHO]
Sigma24	ydhB[ydhBp2]	+	[ICWHO]
Sigma24	ydhC[ydhCp1]	+	[ICWHO]
Sigma24	ydhF[ydhFp1]	+	[ICWHO]
Sigma24	ydhIJK[ydhIp]	+	[AIPP, TIM]
Sigma24	ydhS[ydhSp3]	+	[ICWHO]
Sigma24	ydhS[ydhSp5]	+	[ICWHO]
Sigma24	ydhS[ydhSp6]	+	[ICWHO]
Sigma24	ydhT[ydhTp1]	+	[ICWHO]
Sigma24	ydhZ[ydhZp6]	+	[ICWHO]
Sigma24	ydiM[ydiMp1]	+	[ICWHO]
Sigma24	ydiM[ydiMp5]	+	[ICWHO]
Sigma24	ydiV[ydiVp]	+	[AIPP]
Sigma24	ydiY[ydiYp6]	+	[ICWHO]
Sigma24	ydjE[ydjEp5]	+	[ICWHO]
Sigma24	ydjF[ydjFp1]	+	[ICWHO]
Sigma24	ydjXYZ-ynjABCD[ydjXp1]	+	[ICWHO]
Sigma24	yeaI[yeaIp6]	+	[ICWHO]
Sigma24	yeaM[yeaMp1]	+	[ICWHO]
Sigma24	yeaN[yeaNp4]	+	[ICWHO]
Sigma24	yeaO[yeaOp4]	+	[ICWHO]
Sigma24	yeaQ[yeaQp1]	+	[ICWHO]
Sigma24	yeaY[yeaYp]	+	[AIPP, HIPP, TIM]
Sigma24	yebV[yebVp1]	+	[ICWHO]
Sigma24	yebV[yebVp5]	+	[ICWHO]
Sigma24	yebW[yebWp3]	+	[ICWHO]
Sigma24	yecDE[yecDp4]	+	[ICWHO]
Sigma24	yedJ[yedJp3]	+	[ICWHO]
Sigma24	yeeA[yeeAp6]	+	[ICWHO]
Sigma24	yeeO[yeeOp1]	+	[ICWHO]
Sigma24	yeeO[yeeOp6]	+	[ICWHO]
Sigma24	yeeZ[yeeZp7]	+	[ICWHO]
Sigma24	yegX[yegXp1]	+	[ICWHO]
Sigma24	yegX[yegXp6]	+	[ICWHO]
Sigma24	yehE[yehEp1]	+	[ICWHO]
Sigma24	yehE[yehEp8]	+	[ICWHO]
Sigma24	yeiI[yeiIp2]	+	[ICWHO]
Sigma24	yeiW[yeiWp7]	+	[ICWHO]
Sigma24	yejG[yejGp5]	+	[ICWHO]
Sigma24	yejG[yejGp8]	+	[ICWHO]
Sigma24	yejK[yejKp5]	+	[ICWHO]
Sigma24	yfaL[yfaLp1]	+	[ICWHO]
Sigma24	yfaL[yfaLp3]	+	[ICWHO]
Sigma24	yfaP[yfaPp4]	+	[ICWHO]
Sigma24	yfbK[yfbKp7]	+	[ICWHO]
Sigma24	yfbL[yfbLp7]	+	[ICWHO]
Sigma24	yfbN[yfbNp1]	+	[ICWHO]
Sigma24	yfbO[yfbOp1]	+	[ICWHO]
Sigma24	yfbP[yfbPp7]	+	[ICWHO]
Sigma24	yfcI[yfcIp7]	+	[ICWHO]
Sigma24	yfcI[yfcIp8]	+	[ICWHO]
Sigma24	yfcV[yfcVp8]	+	[ICWHO]
Sigma24	yfdGHI[yfdGp4]	+	[ICWHO]
Sigma24	yfeCD[yfeCp4]	+	[ICWHO]
Sigma24	yfeH[yfeHp5]	+	[ICWHO]
Sigma24	yfeKS[yfeKp]	+	[AIPP, TIM]
Sigma24	yfeR[yfeRp1]	+	[ICWHO]
Sigma24	yfeYX[yfeYp]	+	[AIPP, TIM]
Sigma24	yffOP[yffOp1]	+	[ICWHO]
Sigma24	yffQR[yffQp1]	+	[ICWHO]
Sigma24	yffQR[yffQp3]	+	[ICWHO]
Sigma24	yfgG[yfgGp7]	+	[ICWHO]
Sigma24	yfhR[yfhRp2]	+	[ICWHO]
Sigma24	yfjI[yfjIp8]	+	[ICWHO]
Sigma24	ygbN[ygbNp2]	+	[ICWHO]
Sigma24	ygcG[ygcGp7]	+	[ICWHO]
Sigma24	ygcNOP[ygcNp3]	+	[ICWHO]
Sigma24	ygcU[ygcUp5]	+	[ICWHO]
Sigma24	ygcW[ygcWp11]	+	[ICWHO]
Sigma24	ygcW[ygcWp12]	+	[ICWHO]
Sigma24	ygeA[ygeAp5]	+	[ICWHO]
Sigma24	ygeR[ygeRp1]	+	[ICWHO]
Sigma24	ygeW[ygeWp1]	+	[ICWHO]
Sigma24	ygfS[ygfSp5]	+	[ICWHO]
Sigma24	yggC[yggCp1]	+	[ICWHO]
Sigma24	yggI[yggIp6]	+	[ICWHO]
Sigma24	yggN[yggNp1]	+	[HIPP, TIM]
Sigma24	yggN[yggNp2]	+	[HIPP, TIM]
Sigma24	yghD[yghDp3]	+	[ICWHO]
Sigma24	yghF[yghFp]	+	[HIPP, TIM]
Sigma24	yghQ[yghQp1]	+	[ICWHO]
Sigma24	yghT[yghTp14]	+	[ICWHO]
Sigma24	yghZ[gprp1]	+	[ICWHO]
Sigma24	ygiD[ygiDp2]	+	[ICWHO]
Sigma24	ygiD[ygiDp3]	+	[ICWHO]
Sigma24	ygiH[plsYp5]	+	[ICWHO]
Sigma24	ygiM[ygiMp]	+	[HIPP, TIM]
Sigma24	ygiM-cca[ygiMp2]	+	[AIPP, TIM]
Sigma24	ygiQ[ygiQp1]	+	[ICWHO]
Sigma24	ygjI[ygjIp1]	+	[ICWHO]
Sigma24	ygjI[ygjIp2]	+	[ICWHO]
Sigma24	ygjQ[ygjQp4]	+	[ICWHO]
Sigma24	yhaH[yhaHp7]	+	[ICWHO]
Sigma24	yhaI[yhaIp9]	+	[ICWHO]
Sigma24	yhaI[yhaIp12]	+	[ICWHO]
Sigma24	yhaKL[yhaKp4]	+	[ICWHO]
Sigma24	yhaKL[yhaKp5]	+	[ICWHO]
Sigma24	yhbUV[yhbUp1]	+	[ICWHO]
Sigma24	yhbUV[yhbUp7]	+	[ICWHO]
Sigma24	yhcAD-ychE_1[yhcAp1]	+	[ICWHO]
Sigma24	yhcF[yhcFp1]	+	[ICWHO]
Sigma24	yhcM[yhcMp1]	+	[ICWHO]
Sigma24	yhcO[yhcOp1]	+	[ICWHO]
Sigma24	yhdH[yhdHp1]	+	[ICWHO]
Sigma24	yhdU[yhdUp1]	+	[ICWHO]
Sigma24	yhfY[yhfYp1]	+	[ICWHO]
Sigma24	yhfY[yhfYp3]	+	[ICWHO]
Sigma24	yhgF[yhgFp2]	+	[ICWHO]
Sigma24	yhiM[yhiMp11]	+	[ICWHO]
Sigma24	yhjJ[yhjJp]	+	[AIPP, TIM]
Sigma24	yhjR[yhjRp5]	+	[ICWHO]
Sigma24	yhjR[yhjRp10]	+	[ICWHO]
Sigma24	yhjR[yhjRp12]	+	[ICWHO]
Sigma24	yhjR[yhjRp13]	+	[ICWHO]
Sigma24	yhjX[yhjXp6]	+	[ICWHO]
Sigma24	yiaB[yiaBp1]	+	[ICWHO]
Sigma24	yiaKLMNO-lyxK-sgbHUE[yiaKp2]	+	[AIPP, TIM]
Sigma24	yibG[yibGp6]	+	[ICWHO]
Sigma24	yicJI[yicJp]	+	[AIPP, TIM]
Sigma24	yicN[yicNp4]	+	[ICWHO]
